Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
621,320074,159,27.66,3219,22.94
622,320204,217,37.04,3224,22.94
623,320331,108,22.63,3229,22.83
624,320388,70,18.93,3234,22.83
625,321416,211,35.96,3239,22.83
626,321765,53,16.22,3244,22.72
627,321910,71,19.06,3249,22.83
628,322475,88,20.96,3254,22.72
629,323125,124,23.92,3259,22.83
630,323476,327,59.28,3265,22.62
631,323486,339,62.98,3270,22.72
632,323884,98,21.83,3275,22.83
633,324540,207,35.26,3280,22.83
634,324588,79,20.03,3285,22.72
635,324794,92,21.32,3290,22.83
636,324805,51,15.86,3295,22.72
637,325690,63,17.91,3300,22.62
638,326327,69,18.79,3306,22.94
639,326614,71,19.06,3312,23.05
640,327131,179,30.55,3317,22.94
641,330487,53,16.22,3322,22.83
642,330915,152,26.78,3327,22.94
643,332338,56,16.76,3332,22.83
644,333428,56,16.76,3337,22.72
645,333903,281,48.90,3342,23.05
646,334217,188,32.01,3348,23.05
647,334330,89,21.05,3353,22.94
648,335806,312,55.68,3358,22.83
649,335950,124,23.92,3363,22.83
650,336123,220,37.58,3369,22.72
651,337229,300,52.79,3374,22.62
652,337249,56,16.76,3379,23.05
653,337423,126,24.09,3384,22.72
654,338068,63,17.91,3390,22.72
655,339091,63,17.91,3396,22.72
656,339319,70,18.93,3402,22.72
657,339407,295,51.75,3407,22.94
658,340169,319,57.64,3412,22.83
659,340754,334,61.44,3417,22.72
660,340927,120,23.58,3422,22.94
661,341112,70,18.93,3428,22.83
662,342092,275,47.73,3434,23.05
663,342352,96,21.67,3440,22.94
664,343904,49,15.48,3445,23.15
665,344983,121,23.66,3450,22.62
666,345188,99,21.91,3456,22.72
667,345280,359,69.86,3461,22.72
668,345897,62,17.75,3466,22.72
669,346749,51,15.86,3472,22.83
670,347015,120,23.58,3477,22.83
671,347421,112,22.94,3483,22.51
672,347446,57,16.93,3488,22.94
673,347461,329,59.91,3494,22.94
674,347528,121,23.66,3499,22.94
675,347673,216,36.85,3505,22.83
676,349305,245,42.08,3510,22.83
677,349423,114,23.10,3516,22.83
678,350177,96,21.67,3521,22.72
679,350195,60,17.43,3526,22.62
680,350399,56,16.76,3532,22.72
681,350673,551,164.56,3537,22.83
682,351464,83,20.46,3543,22.94
683,352450,295,51.75,3548,22.72
684,353413,67,18.51,3553,22.83
685,353459,70,18.93,3559,22.72
686,353762,108,22.63,3565,22.72
687,354702,57,16.93,3570,22.83
688,356501,75,19.57,3575,22.72
689,356539,94,21.50,3580,23.05
690,356576,167,28.76,3585,22.83
691,356834,71,19.06,3590,22.72
692,358616,124,23.92,3595,22.83
693,359838,261,45.09,3601,22.72
694,360660,444,109.09,3607,22.72
695,361223,299,52.61,3612,22.83
696,361412,126,24.09,3617,22.72
697,361803,267,46.14,3623,22.94
698,362422,60,17.43,3629,22.72
699,363443,78,19.92,3635,22.94
700,363486,96,21.67,3640,22.83
701,363563,83,20.46,3645,22.83
702,363573,451,113.08,3650,22.83
703,364050,67,18.51,3655,22.62
