Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
573,289599,60,17.43,2972,23.15
574,289667,63,17.91,2978,23.15
575,289748,76,19.69,2984,23.37
576,290081,76,19.69,2989,23.15
577,290120,156,27.28,2994,23.15
578,291783,79,20.03,2999,23.15
579,291977,51,15.86,3004,23.15
580,292684,253,43.55,3009,23.15
581,292975,121,23.66,3015,23.15
582,293107,76,19.69,3021,23.37
583,293361,71,19.06,3026,23.15
584,293494,282,49.11,3031,23.37
585,294048,83,20.46,3037,23.37
586,294371,81,20.25,3042,23.48
587,295037,140,25.42,3047,23.15
588,295724,266,46.00,3053,23.48
589,295918,92,21.32,3059,23.15
590,296032,69,18.79,3064,23.37
591,296473,49,15.48,3070,23.15
592,296509,113,23.02,3075,23.15
593,296763,74,19.44,3080,23.15
594,297401,81,20.25,3085,23.15
595,297653,92,21.32,3090,23.37
596,297848,188,32.01,3095,23.15
597,298048,275,47.73,3100,23.37
598,298343,263,45.37,3106,23.15
599,299165,88,20.96,3112,23.15
600,299192,93,21.41,3117,23.15
601,299559,159,27.66,3122,23.48
602,299710,291,50.97,3127,23.15
603,300334,108,22.63,3132,23.37
604,301433,63,17.91,3137,23.15
605,301594,286,49.78,3143,23.15
606,301719,56,16.76,3148,23.15
607,301843,51,15.86,3153,23.05
608,302209,57,16.93,3158,23.15
609,303309,66,18.36,3163,23.15
610,303565,614,229.43,3169,23.15
611,303960,335,61.77,3174,23.15
612,304146,63,17.91,3179,23.15
613,304237,327,59.28,3185,23.15
614,304662,103,22.23,3190,23.15
615,305218,99,21.91,3195,23.15
616,305281,291,50.97,3200,23.37
617,305447,71,19.06,3205,23.15
618,306068,204,34.73,3210,23.15
619,307472,57,16.93,3215,23.37
620,307558,97,21.75,3220,23.15
621,308386,62,17.75,3225,23.15
622,308547,76,19.69,3231,23.15
623,309355,327,59.28,3236,23.15
624,310083,295,51.75,3241,23.37
625,310959,284,49.41,3246,23.15
626,311371,53,16.22,3251,23.15
627,311717,364,71.71,3256,23.15
628,311855,56,16.76,3261,23.15
629,312190,326,59.13,3266,23.15
630,312316,89,21.05,3271,23.15
631,312455,466,122.00,3276,23.15
632,312698,255,43.96,3282,23.15
633,313211,216,36.85,3287,23.15
634,313227,71,19.06,3292,23.15
635,313411,51,15.86,3297,23.15
636,313493,79,20.03,3302,23.37
637,313894,134,24.82,3307,23.15
638,314321,354,67.99,3313,23.15
639,314473,103,22.23,3318,23.37
640,314791,240,41.21,3323,23.37
641,315015,88,20.96,3329,23.15
642,315344,127,24.18,3334,23.15
643,315806,115,23.18,3339,23.37
644,316434,50,15.67,3344,23.15
645,316634,60,17.43,3349,23.58
646,317238,530,159.82,3355,23.37
647,317585,248,42.69,3361,23.15
648,317812,62,17.75,3367,23.37
649,318151,399,87.30,3373,23.15
650,318755,120,23.58,3378,23.37
651,318966,248,42.69,3384,23.15
652,319295,69,18.79,3390,23.15
653,319467,317,56.91,3395,23.15
654,320149,169,29.05,3400,23.15
655,320584,131,24.54,3405,23.37
656,320713,108,22.63,3411,23.15
657,320948,51,15.86,3416,23.15
658,321444,99,21.91,3421,23.15
659,321801,82,20.36,3426,23.37
660,321821,60,17.43,3431,23.15
661,322304,63,17.91,3437,23.15
662,322699,408,90.57,3443,23.37
663,322834,53,16.22,3448,23.15
664,323131,174,29.79,3453,23.15
665,323821,56,16.76,3458,23.15
666,325859,79,20.03,3464,23.15
667,326326,263,45.37,3469,23.15
668,326615,66,18.36,3475,23.15
669,326696,78,19.92,3481,23.37
670,327481,146,26.08,3486,23.15
671,328918,51,15.86,3491,23.15
672,329506,96,21.67,3496,23.15
673,329578,71,19.06,3501,23.15
674,330055,355,68.30,3506,23.15
675,330203,238,40.82,3511,23.15
676,330267,284,49.41,3517,23.15
677,330297,332,61.17,3522,23.15
678,330337,63,17.91,3528,23.15
679,330388,57,16.93,3534,23.37
680,330505,77,19.81,3539,23.15
681,330787,327,59.28,3544,23.15
682,330833,319,57.64,3549,23.15
683,330902,319,57.64,3554,23.15
684,330988,263,45.37,3559,23.48
685,331151,295,51.75,3565,23.15
686,332433,323,58.48,3570,23.15
687,332793,77,19.81,3575,23.48
688,332897,113,23.02,3580,23.15
689,333131,58,17.10,3585,23.15
690,333159,71,19.06,3590,23.37
691,333337,112,22.94,3596,23.15
692,333550,76,19.69,3601,23.15
693,333579,71,19.06,3606,23.15
694,333973,76,19.69,3611,23.15
695,334097,67,18.51,3616,23.15
696,334172,197,33.52,3622,23.15
697,335028,110,22.78,3627,23.15
698,335475,70,18.93,3632,23.69
699,336902,94,21.50,3638,23.15
700,337762,240,41.21,3643,23.15
701,338162,211,35.96,3649,23.15
702,339480,115,23.18,3654,23.48
703,339878,167,28.76,3659,23.37
704,340386,103,22.23,3664,23.15
705,340504,76,19.69,3669,23.15
706,341827,124,23.92,3674,23.15
707,341974,127,24.18,3680,23.15
708,343861,335,61.77,3685,23.37
709,343872,94,21.50,3690,23.37
710,343957,92,21.32,3695,23.15
711,344145,242,41.58,3700,23.37
712,344679,75,19.57,3706,23.15
713,345748,79,20.03,3711,23.05
714,347065,280,48.67,3716,23.15
715,348111,93,21.41,3722,23.69
716,348705,440,109.25,3727,23.48
717,348779,103,22.23,3732,23.15
718,349073,376,76.43,3737,23.15
719,350075,83,20.46,3742,23.15
720,350189,73,19.32,3747,23.15
721,350254,63,17.91,3752,23.15
722,351175,50,15.67,3758,23.15
723,352602,335,61.77,3763,23.15
724,353878,79,20.03,3768,23.15
725,354393,172,29.49,3773,23.15
726,354648,460,119.54,3778,23.37
727,354728,88,20.96,3784,23.58
728,355870,518,151.06,3789,23.37
729,356058,159,27.66,3795,23.37
730,356238,98,21.83,3800,23.37
731,356320,236,40.44,3805,23.37
732,356482,60,17.43,3811,23.37
733,356917,195,33.17,3817,23.37
734,357121,248,42.69,3822,23.58
735,357128,60,17.43,3828,23.15
736,357218,60,17.43,3834,23.37
737,358295,98,21.83,3840,23.15
738,358962,108,22.63,3845,23.37
739,359534,122,23.75,3850,23.48
740,359924,327,59.28,3856,23.15
741,361083,352,66.89,3861,23.37
742,361877,88,20.96,3866,23.58
743,361901,96,21.67,3871,23.15
744,362868,127,24.18,3876,23.37
745,362958,71,19.06,3881,23.15
746,363125,60,17.43,3886,23.15
747,363688,81,20.25,3892,23.26
748,364362,271,46.93,3897,23.15
749,364985,60,17.43,3903,23.15
750,367719,90,21.14,3909,23.15
751,367741,332,61.17,3914,23.48
752,369641,227,38.83,3920,23.37
753,370332,135,24.92,3925,23.15
754,371227,127,24.18,3931,23.37
755,371530,304,53.73,3936,23.37
756,371648,88,20.96,3941,23.37
757,371944,97,21.75,3946,23.48
758,372092,85,20.67,3951,23.69
759,372207,71,19.06,3956,23.15
760,372781,398,85.63,3961,23.69
761,372833,49,15.48,3966,23.15
762,372907,448,112.41,3971,23.15
763,373175,103,22.23,3976,23.15
764,373231,92,21.32,3981,23.15
765,373726,179,30.55,3986,23.37
766,373741,57,16.93,3991,23.15
767,374008,199,33.86,3996,23.15
768,375803,63,17.91,4001,23.15
769,376365,96,21.67,4007,23.37
