Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
730,373368,53,16.22,3773,23.37
731,373968,88,20.96,3778,23.48
732,374302,172,29.49,3783,23.37
733,374819,75,19.57,3788,23.48
734,375327,167,28.76,3793,23.15
735,375591,101,22.08,3798,23.37
736,375749,114,23.10,3803,23.15
737,376278,71,19.06,3808,23.15
738,376476,67,18.51,3813,23.37
739,376599,53,16.22,3819,23.37
740,376639,67,18.51,3824,23.37
741,376983,78,19.92,3830,23.15
742,377440,97,21.75,3835,23.48
743,377461,126,24.09,3840,23.15
744,379029,67,18.51,3846,23.15
745,380076,135,24.92,3852,23.15
746,381256,53,16.22,3858,23.15
747,383155,263,45.37,3863,23.15
748,383220,49,15.48,3869,23.15
749,383590,70,18.93,3874,23.15
750,385092,94,21.50,3880,23.15
751,385534,71,19.06,3885,23.15
752,385630,73,19.32,3890,23.37
753,385669,76,19.69,3895,23.15
754,385758,396,85.28,3900,23.15
755,386040,163,28.20,3905,23.15
756,386088,126,24.09,3910,23.48
757,387581,89,21.05,3916,23.15
758,388440,497,142.37,3921,23.15
759,390324,126,24.09,3927,23.15
760,390381,115,23.18,3933,23.37
761,390635,79,20.03,3938,23.48
762,390723,240,41.21,3943,23.15
763,390733,63,17.91,3949,23.48
764,391378,441,109.77,3955,23.15
765,391476,117,23.34,3960,23.15
766,391753,451,113.08,3966,23.15
767,391857,108,22.63,3971,23.37
768,392749,62,17.75,3976,23.37
769,393226,504,143.61,3982,23.15
770,394513,108,22.63,3988,23.15
771,395080,71,19.06,3993,23.15
772,395855,207,35.26,3998,23.15
773,396157,62,17.75,4003,23.15
