Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
544,275571,98,21.83,2805,22.19
545,276111,71,19.06,2810,22.19
546,276400,126,24.09,2815,22.19
547,276514,108,22.63,2821,22.29
548,276608,216,36.85,2826,22.29
549,276705,71,19.06,2831,22.19
550,276865,103,22.23,2836,22.29
551,277768,78,19.92,2841,22.29
552,278735,300,52.79,2846,22.29
553,278797,62,17.75,2851,22.19
554,279000,69,18.79,2857,22.19
555,279961,83,20.46,2863,22.19
556,280088,51,15.86,2868,22.29
557,280302,113,23.02,2873,22.19
558,280786,255,43.96,2878,22.19
559,280954,135,24.92,2883,22.19
560,281425,124,23.92,2889,22.19
561,282260,492,134.92,2895,22.29
562,282570,82,20.36,2901,22.19
563,283719,352,66.89,2906,22.19
564,284982,94,21.50,2911,22.29
565,285250,334,61.44,2916,22.29
566,286038,76,19.69,2921,22.29
567,286061,353,67.64,2926,22.19
568,287709,120,23.58,2931,22.40
569,287744,134,24.82,2937,22.29
570,287959,143,25.74,2943,22.29
571,288438,112,22.94,2948,22.29
572,288758,153,26.90,2953,22.29
573,288959,103,22.23,2958,22.29
574,290211,241,41.39,2963,22.40
575,290248,56,16.76,2969,22.29
576,290587,63,17.91,2974,22.29
577,291642,89,21.05,2980,22.29
578,292022,227,38.83,2985,22.29
579,293703,71,19.06,2990,22.19
580,294379,78,19.92,2995,22.19
581,296489,280,48.67,3000,22.19
582,298189,415,95.00,3006,22.29
583,298360,50,15.67,3011,22.29
584,298902,50,15.67,3016,22.29
585,299911,63,17.91,3021,22.19
586,300109,79,20.03,3027,22.29
587,300984,287,50.23,3032,22.29
588,301134,56,16.76,3037,22.40
589,301192,207,35.26,3042,22.29
590,301487,63,17.91,3047,22.29
591,302393,295,51.75,3053,22.29
592,302919,67,18.51,3058,22.29
593,303508,49,15.48,3064,22.19
594,303604,56,16.76,3069,22.19
595,303762,57,16.93,3074,22.19
596,304948,131,24.54,3079,22.29
597,305876,125,24.00,3085,22.29
598,305999,60,17.43,3091,22.40
599,306657,77,19.81,3097,22.19
600,308551,56,16.76,3102,22.29
601,309301,63,17.91,3107,22.19
602,309800,271,46.93,3113,22.19
603,309808,79,20.03,3119,22.19
604,309848,71,19.06,3124,22.40
605,310298,90,21.14,3129,22.29
606,310640,243,41.74,3134,22.29
607,310717,263,45.37,3140,22.29
608,310806,204,34.73,3146,22.29
609,312549,142,25.64,3151,22.29
610,313074,364,71.71,3156,22.29
611,314106,220,37.58,3161,22.29
612,314892,51,15.86,3166,22.29
613,315791,97,21.75,3171,22.40
614,315813,66,18.36,3176,22.19
615,315935,504,143.61,3182,22.40
616,316085,287,50.23,3188,22.51
617,316394,75,19.57,3193,22.29
618,317171,476,129.76,3198,22.29
619,318273,49,15.48,3204,22.29
620,318457,287,50.23,3209,22.29
621,318569,102,22.15,3214,22.19
622,318863,50,15.67,3219,22.40
623,319756,287,50.23,3224,22.19
624,319882,127,24.18,3229,22.40
625,319900,77,19.81,3234,22.29
626,320052,49,15.48,3239,22.29
627,320231,89,21.05,3244,22.29
628,320385,60,17.43,3249,22.40
629,321700,56,16.76,3255,22.29
630,322395,112,22.94,3260,22.19
631,323180,58,17.10,3265,22.29
632,323580,117,23.34,3270,22.29
633,325487,88,20.96,3276,22.29
634,325733,60,17.43,3281,22.40
635,326153,83,20.46,3287,22.29
636,326375,102,22.15,3292,22.40
637,326659,344,64.67,3297,22.51
638,327294,112,22.94,3302,22.29
639,327533,71,19.06,3307,22.29
640,327756,92,21.32,3312,22.19
641,328099,227,38.83,3317,22.40
642,328207,83,20.46,3322,22.29
643,328221,473,126.29,3327,22.29
644,328371,89,21.05,3333,22.40
645,328631,62,17.75,3338,22.29
646,329183,76,19.69,3344,22.51
647,329986,508,144.95,3349,22.29
648,330246,319,57.64,3354,22.40
649,330312,54,16.41,3359,22.29
650,330479,124,23.92,3364,22.40
651,330589,63,17.91,3370,22.40
652,330859,78,19.92,3376,22.40
653,331211,103,22.23,3381,22.29
654,331258,399,87.30,3386,22.62
655,332004,240,41.21,3391,22.40
656,332210,57,16.93,3397,22.29
657,332515,67,18.51,3402,22.51
658,332640,56,16.76,3408,22.29
659,332884,295,51.75,3413,22.29
660,333024,240,41.21,3418,22.40
661,333362,56,16.76,3424,22.51
662,334898,63,17.91,3429,22.40
663,336544,67,18.51,3435,22.40
664,337416,103,22.23,3441,22.29
665,339228,248,42.69,3446,22.29
666,339389,316,56.81,3452,22.29
667,339477,71,19.06,3457,22.51
668,339866,70,18.93,3462,22.51
669,339921,108,22.63,3467,22.51
670,340430,56,16.76,3472,22.40
671,341086,312,55.68,3477,22.51
672,341144,185,31.51,3482,22.29
673,341648,51,15.86,3487,22.51
674,341841,56,16.76,3492,22.51
675,341851,57,16.93,3497,22.29
676,342209,265,45.75,3502,22.51
677,342455,255,43.96,3508,22.51
678,342509,236,40.44,3513,22.40
679,343320,67,18.51,3519,22.40
680,344071,67,18.51,3525,22.51
681,344360,358,69.10,3531,22.29
682,344572,108,22.63,3536,22.51
683,344891,90,21.14,3541,22.51
684,346027,126,24.09,3546,22.51
685,346497,71,19.06,3552,22.51
686,348875,85,20.67,3557,22.51
687,349019,82,20.36,3562,22.29
688,349830,156,27.28,3567,22.51
689,350235,103,22.23,3572,22.51
690,350397,167,28.76,3577,22.40
691,350457,807,770.01,3582,22.40
692,351303,126,24.09,3587,22.51
693,352193,222,37.96,3593,22.40
694,352545,224,38.29,3598,22.51
695,353895,89,21.05,3603,22.62
696,355010,78,19.92,3608,22.51
697,355768,96,21.67,3613,22.51
698,356781,403,88.99,3618,22.40
699,358234,57,16.93,3623,22.40
700,358256,63,17.91,3628,22.40
701,358618,403,88.99,3634,22.51
702,358751,316,56.81,3639,22.62
703,359362,153,26.90,3644,22.51
704,360770,51,15.86,3649,22.62
705,361379,448,112.41,3654,22.40
706,361663,307,54.48,3659,22.62
707,361832,96,21.67,3664,22.72
708,362095,79,20.03,3669,22.62
709,362360,67,18.51,3674,22.51
710,362599,66,18.36,3680,22.51
711,362882,344,64.67,3686,22.72
712,363612,110,22.78,3691,22.51
713,364672,209,35.61,3696,22.51
714,365002,88,20.96,3701,22.51
715,365386,220,37.58,3706,22.51
716,365589,63,17.91,3711,22.51
717,365762,83,20.46,3717,22.62
718,365797,82,20.36,3722,22.62
719,366104,463,119.23,3727,22.62
720,366362,209,35.61,3732,22.72
721,366481,48,15.29,3737,22.51
722,366659,56,16.76,3742,22.51
723,367082,399,87.30,3747,22.62
724,367477,67,18.51,3752,22.62
725,367723,96,21.67,3758,22.40
726,368949,62,17.75,3763,22.51
727,369216,97,21.75,3769,22.62
728,371040,332,61.17,3774,22.51
729,371803,179,30.55,3779,22.51
730,371920,176,30.09,3784,22.62
731,372608,423,97.36,3789,22.40
732,373506,71,19.06,3794,22.51
733,373948,332,61.17,3799,22.51
734,374929,179,30.55,3804,22.62
735,375040,85,20.67,3809,22.51
736,375368,77,19.81,3814,22.51
737,375459,89,21.05,3819,22.51
738,376212,62,17.75,3824,22.51
739,376236,377,76.28,3830,22.72
740,378147,94,21.50,3835,22.51
741,378557,275,47.73,3840,22.62
742,378614,339,62.98,3846,22.62
743,379410,335,61.77,3851,22.62
744,379865,71,19.06,3856,22.72
745,380225,83,20.46,3861,22.72
746,380806,62,17.75,3866,22.83
747,381312,63,17.91,3872,22.51
748,381359,49,15.48,3878,22.62
749,381580,51,15.86,3883,22.72
750,381698,441,109.77,3888,22.72
751,382366,75,19.57,3893,22.62
752,383261,76,19.69,3898,22.72
753,384780,240,41.21,3903,22.62
754,385631,51,15.86,3909,22.51
755,385941,60,17.43,3914,22.62
756,386152,241,41.39,3920,22.51
757,386573,76,19.69,3926,22.62
758,387500,63,17.91,3931,22.51
759,388805,252,43.42,3937,22.51
760,388857,60,17.43,3943,22.62
761,389172,135,24.92,3949,22.72
762,389626,268,46.26,3955,22.72
763,390150,58,17.10,3961,22.51
764,390649,56,16.76,3966,22.62
765,390896,505,145.23,3971,22.62
766,390946,113,23.02,3977,22.72
767,391234,444,109.09,3982,22.62
768,391397,53,16.22,3987,22.51
769,391552,102,22.15,3992,22.51
770,392385,255,43.96,3997,22.51
771,392776,57,16.93,4002,22.40
772,393110,263,45.37,4007,22.62
773,393164,66,18.36,4013,22.62
774,393574,71,19.06,4019,22.72
775,393588,627,249.17,4024,22.83
776,393652,172,29.49,4029,22.72
777,393730,131,24.54,4034,22.62
